sport,item
Kí ni Sajẹ́ńtì Ọlọ́pàá lọ ṣe nílé gómìnà Ogun tẹ́lẹ̀ tó tẹ́rí gba ikú?,Ọlọpaa ipinlẹ Ogun ni iṣẹlẹ naa ṣeesi ni pe o si lee ṣẹlẹ si ẹnikẹni.
,
,
,
,
,
,
Kí ni Sajẹ́ńtì Ọlọ́pàá lọ ṣe nílé gómìnà Ogun tẹ́lẹ̀ tó tẹ́rí gba ikú?,Ọlọpaa ipinlẹ Ogun ni iṣẹlẹ naa ṣeesi ni pe o si lee ṣẹlẹ si ẹnikẹni.
Obinrin mínísítà Nàìjíríà tẹ́lẹ̀ rí ẹ̀wọ̀n he fẹ́sùn ṣíṣe owó kúmọkùmọ,Ní ọdún 2018 ní àjọ tó ń gbógun ti ìwà àjẹbánu EFCC fẹ̀sùn ṣíṣe owó kúmọkùmọ àti lílẹ̀dí àpòpọ̀ kan àwọn mẹ́tẹ́ẹ̀ta.
,
,
,
,
,
,
Obinrin mínísítà Nàìjíríà tẹ́lẹ̀ rí ẹ̀wọ̀n he fẹ́sùn ṣíṣe owó kúmọkùmọ,Ní ọdún 2018 ní àjọ tó ń gbógun ti ìwà àjẹbánu EFCC fẹ̀sùn ṣíṣe owó kúmọkùmọ àti lílẹ̀dí àpòpọ̀ kan àwọn mẹ́tẹ́ẹ̀ta.
Adájọ́ fi ọ̀sẹ̀ méjì kún àkòkò tí Abba Kyari yóò lò ní àhámọ́ NDLEA,Ninu iwe ẹbẹ naa ni ajọ NDLEA ti bbẹ fun akoko diẹ si lati fi Kyari si ahamọ lori awijare pe ẹsun gbigbe ologun oloro ti wọn fi kan afurasi naa lagbara pupọ.
,
,
,
,
,
,
Adájọ́ fi ọ̀sẹ̀ méjì kún àkòkò tí Abba Kyari yóò lò ní àhámọ́ NDLEA,Ninu iwe ẹbẹ naa ni ajọ NDLEA ti bbẹ fun akoko diẹ si lati fi Kyari si ahamọ lori awijare pe ẹsun gbigbe ologun oloro ti wọn fi kan afurasi naa lagbara pupọ.
"À ń ri òkú ọmọdé, òògùn olóró àti ẹ̀yà ara èèyàn lórí àkìtàn lọ́sọ́ọ̀sẹ̀ - Akódọ̀tí",Akodọti naa ni ọjọ kan tiẹ wa tawọn ri dọla ninu baagi kan ninu idọti amọ awọn ko gbe baagi naa tori ayederu dọla ni owo naa.
,
,
,
,
,
,
"À ń ri òkú ọmọdé, òògùn olóró àti ẹ̀yà ara èèyàn lórí àkìtàn lọ́sọ́ọ̀sẹ̀ - Akódọ̀tí",Akodọti naa ni ọjọ kan tiẹ wa tawọn ri dọla ninu baagi kan ninu idọti amọ awọn ko gbe baagi naa tori ayederu dọla ni owo naa.
,
,
,
"Báwo ní olóyè ìlú kan ti ṣe, tí orun kàyéfì fi kun àwọn ajínigbé tó mu nígbèkùn l‘Ondo?",Agba oye naa ṣalaye fun awọn eeyan rẹ pe oun lanfani lati sa kuro ni ibuba awọn ajinigbe naa lẹyin ti wọn sun lọ rangbọndan.
"Báwo ní olóyè ìlú kan ti ṣe, tí orun kàyéfì fi kun àwọn ajínigbé tó mu nígbèkùn l‘Ondo?",Agba oye naa ṣalaye fun awọn eeyan rẹ pe oun lanfani lati sa kuro ni ibuba awọn ajinigbe naa lẹyin ti wọn sun lọ rangbọndan.
,
,
,
,
,
,
Ìtàn Àrọ̀gìdìgbà jẹ́ kí ń rò pé bàbá mi yan Yemọ̀ja ní àlè - Ọmọ Fagunwa,"Diipọ Fagunwa sọrọ iwuri lati seranti baba rẹ, D.O Fagunwa, to jade laye lọjọ Keje Osu Kejila ọdun 1963, eyi to pe ọdun mẹrindinlọgọta bayii."
,
,
,
,
,
,
Ìtàn Àrọ̀gìdìgbà jẹ́ kí ń rò pé bàbá mi yan Yemọ̀ja ní àlè - Ọmọ Fagunwa,"Diipọ Fagunwa sọrọ iwuri lati seranti baba rẹ, D.O Fagunwa, to jade laye lọjọ Keje Osu Kejila ọdun 1963, eyi to pe ọdun mẹrindinlọgọta bayii."
"Ẹ̀yin sàwáwù mi, ẹ fi àkóso òṣèlú sílẹ̀ fáwọn ọ̀dọ́ - Obasanjo","Ọbasanjọ ni ki awọn iran Muritala/ Ọbasanjọ yẹba lo tọna bayii, ki wọn si fi ọgbọn, imọ tabi iriri gbogbo ti wọn ba ni tọ awọn iran to n bọ sọna."
,
,
,
,
,
,
"Ẹ̀yin sàwáwù mi, ẹ fi àkóso òṣèlú sílẹ̀ fáwọn ọ̀dọ́ - Obasanjo","Ọbasanjọ ni ki awọn iran Muritala/ Ọbasanjọ yẹba lo tọna bayii, ki wọn si fi ọgbọn, imọ tabi iriri gbogbo ti wọn ba ni tọ awọn iran to n bọ sọna."
Donald Trump dá ojú òpó Truth Social tirẹ̀ sílẹ̀ lẹ́yìn tí wọ́n le kúrò lórí Twitter àti Facebook,"Ti ẹ ko ba gbagbe, ọdun to kọja ni wọn yọ Trump kuro lori ikanni Twitter, Facebook ati YouTube."
,
,
,
,
,
,
Donald Trump dá ojú òpó Truth Social tirẹ̀ sílẹ̀ lẹ́yìn tí wọ́n le kúrò lórí Twitter àti Facebook,"Ti ẹ ko ba gbagbe, ọdun to kọja ni wọn yọ Trump kuro lori ikanni Twitter, Facebook ati YouTube."
A kò parí ìwádìí wa kí wọn tó tú afurasí akẹ́kọ̀ọ́ márùn-ún lórí ikú Sylvester Oromoni sílẹ̀ - Iléeṣẹ́ ọlọ́pàá,"Ọlọpaa to jẹri niwaju igbimọ oluwadii naa ni awọn olukọ mẹtẹẹta to n se amojuto ilegbe awọn akẹkọọ ninu ọgba ile ẹkọ Dowen, ni wọn ko mu isẹ wọn lọkunkundun rara."
,
,
,
,
,
,
A kò parí ìwádìí wa kí wọn tó tú afurasí akẹ́kọ̀ọ́ márùn-ún lórí ikú Sylvester Oromoni sílẹ̀ - Iléeṣẹ́ ọlọ́pàá,"Ọlọpaa to jẹri niwaju igbimọ oluwadii naa ni awọn olukọ mẹtẹẹta to n se amojuto ilegbe awọn akẹkọọ ninu ọgba ile ẹkọ Dowen, ni wọn ko mu isẹ wọn lọkunkundun rara."
Ọ̀pọ̀ òṣèré gbarata bí Mama Rainbow ṣe bẹ̀rẹ̀ ẹ̀kún àsun-ùn-dákẹ́,Gbogbo awọn osere to wa nibi ti mama Rainbow ti bu sẹkun lo n tiraka lati rẹ mama naa ni kun fun igba pipẹ.
,
,
,
,
,
,
Ọ̀pọ̀ òṣèré gbarata bí Mama Rainbow ṣe bẹ̀rẹ̀ ẹ̀kún àsun-ùn-dákẹ́,Gbogbo awọn osere to wa nibi ti mama Rainbow ti bu sẹkun lo n tiraka lati rẹ mama naa ni kun fun igba pipẹ.
"Ẹ̀mí bọ́ nígbà tí ọ̀rẹ́ méjì bẹ́nú fúnra wọn nídìí tẹ́tẹ́, ọ̀kan fi ayùn gé ẹsẹ̀ èkejì",Afurasi naa yoo foju bale ẹjọ lọjọ Aje.
,
,
,
,
,
,
"Ẹ̀mí bọ́ nígbà tí ọ̀rẹ́ méjì bẹ́nú fúnra wọn nídìí tẹ́tẹ́, ọ̀kan fi ayùn gé ẹsẹ̀ èkejì",Afurasi naa yoo foju bale ẹjọ lọjọ Aje.
"Fídíò, ,""Onírúrú ìdẹ̀yẹsí ni mò ń dojúkọ lẹ́nu iṣẹ́ nítorí mo jẹ́ obìnrin"",, Duration 6,09","Akọṣẹmọṣẹ ni Maryama lootọ, amọ ọpọ igba to ba n ṣiṣẹ rẹ ni awọn eeyan, paapaa awọn okunrin, maa n dẹyẹ si lẹnu iṣẹ oojọ rẹ."
,
,
,
,
,
,
,
,
"Fídíò, ,""Onírúrú ìdẹ̀yẹsí ni mò ń dojúkọ lẹ́nu iṣẹ́ nítorí mo jẹ́ obìnrin"",, Duration 6,09","Akọṣẹmọṣẹ ni Maryama lootọ, amọ ọpọ igba to ba n ṣiṣẹ rẹ ni awọn eeyan, paapaa awọn okunrin, maa n dẹyẹ si lẹnu iṣẹ oojọ rẹ."
"""Àwa ọ̀dọ́ yóò wa ní ọ̀kan bíi àkókò EndSARS láti kojú àwọn àgbà òṣèlú ní 2023""",Tinubu ni ipo aarẹ Naijiria jẹ ala kan to ti wa lọkan oun lati ọjọ pipẹ wa.
,
,
,
,
,
,
"""Àwa ọ̀dọ́ yóò wa ní ọ̀kan bíi àkókò EndSARS láti kojú àwọn àgbà òṣèlú ní 2023""",Tinubu ni ipo aarẹ Naijiria jẹ ala kan to ti wa lọkan oun lati ọjọ pipẹ wa.
Ẹgbẹ́ òṣìṣẹ́ TUC ń palẹ̀ ìyanṣẹ́lódì mọ́ torí ọ̀wọ́ngógó bẹntíróòlù,"Yunusa, to jẹ aarẹ ẹgbẹ SSASCGOC tẹlẹ ṣalaye pe ẹgbẹ naa ti sọ fawọn ọmọ ẹgbẹ lati joko sile titi digba ti ọwọngogo epo yoo fi tan nilẹ."
,
,
,
,
,
,
Ẹgbẹ́ òṣìṣẹ́ TUC ń palẹ̀ ìyanṣẹ́lódì mọ́ torí ọ̀wọ́ngógó bẹntíróòlù,"Yunusa, to jẹ aarẹ ẹgbẹ SSASCGOC tẹlẹ ṣalaye pe ẹgbẹ naa ti sọ fawọn ọmọ ẹgbẹ lati joko sile titi digba ti ọwọngogo epo yoo fi tan nilẹ."
,
,
,
Wọ́n ti fi orúkọ Sadio MAne sọ pápá ìṣeré kan ní Senegal,Olootu ijọba ẹkun kan ni Senegal fi orukọ Sadio Mane sọ papa iṣere lẹyin aṣeyọri rẹ ni Cameroon.
,
,
,
,
,
,
Wọ́n ti fi orúkọ Sadio MAne sọ pápá ìṣeré kan ní Senegal,Olootu ijọba ẹkun kan ni Senegal fi orukọ Sadio Mane sọ papa iṣere lẹyin aṣeyọri rẹ ni Cameroon.
Manchester United dá Greenwood dúró lẹ́yìn tí ọ̀rẹ́bìnrin rẹ̀ sọ pé ó lu òun,Ẹgbẹ agbabọọlu Mancheste rUnited da Mason Greenwood duro
,
,
,
,
,
,
Manchester United dá Greenwood dúró lẹ́yìn tí ọ̀rẹ́bìnrin rẹ̀ sọ pé ó lu òun,Ẹgbẹ agbabọọlu Mancheste rUnited da Mason Greenwood duro
Wo ibi tí ọ̀rọ̀ dé dúró ní pa AFCON,Igba kẹtalelgbọn ree ti idije naa n waye ti Cameroon si n gba alejo awọn agbabọọlu Adulawo to ku.
,
,
,
,
,
,
Wo ibi tí ọ̀rọ̀ dé dúró ní pa AFCON,Igba kẹtalelgbọn ree ti idije naa n waye ti Cameroon si n gba alejo awọn agbabọọlu Adulawo to ku.
"Ṣé lóòtọ́ ni abẹ́ Venus Williams ẹni ọdún 41 ṣì dí pa, tí kò tíì bá ọkùnrin kankan lájọṣepọ̀ rí?","Iroyin ti a gbọ ni pe, Venus Williams ko tii mọ ọkunrin bo tilẹ jẹ pe o ti pe ọmọ ọdun mọkanlelogoji bayii."
,
,
,
,
,
,
"Ṣé lóòtọ́ ni abẹ́ Venus Williams ẹni ọdún 41 ṣì dí pa, tí kò tíì bá ọkùnrin kankan lájọṣepọ̀ rí?","Iroyin ti a gbọ ni pe, Venus Williams ko tii mọ ọkunrin bo tilẹ jẹ pe o ti pe ọmọ ọdun mọkanlelogoji bayii."
,
,
,
"Fídíò, ,""Babaláwo fún mi ní igbá tó kún fún ẹ̀jẹ̀, ọsẹ dúdú àti Ajá ààyè fún ètùtù ọlà"",, Duration 4,04","BBC ṣe àkójọpọ̀ ìròyìn nípa òògùn owó ṣíṣe, ta sì bá àwọn èèyàn tí ọ̀rọ̀ náà kàn sọ̀rọ̀, tó fi mọ ọlọ́pàá àti ìyá kan tí wọn gé ẹ̀yà ara ọmọbìnrin rẹ̀ lọ."
"Fídíò, ,""Babaláwo fún mi ní igbá tó kún fún ẹ̀jẹ̀, ọsẹ dúdú àti Ajá ààyè fún ètùtù ọlà"",, Duration 4,04","BBC ṣe àkójọpọ̀ ìròyìn nípa òògùn owó ṣíṣe, ta sì bá àwọn èèyàn tí ọ̀rọ̀ náà kàn sọ̀rọ̀, tó fi mọ ọlọ́pàá àti ìyá kan tí wọn gé ẹ̀yà ara ọmọbìnrin rẹ̀ lọ."
,
,
,
,
,
,
,
,
"Fídíò, ,Àwọn olóṣèlú ìpínlẹ̀ Osun ti sọ̀rọ̀sókè lórí ohun tó ń ṣẹlẹ̀ láàrin Oyetola, Aregbesola àti Tinubu,, Duration 11,22",Ibi ti ọrọ de duro ree lori idibo ẹgbẹ APC nipinlẹ Osun.
,
,
,
,
,
,
,
,
"Fídíò, ,Àwọn olóṣèlú ìpínlẹ̀ Osun ti sọ̀rọ̀sókè lórí ohun tó ń ṣẹlẹ̀ láàrin Oyetola, Aregbesola àti Tinubu,, Duration 11,22",Ibi ti ọrọ de duro ree lori idibo ẹgbẹ APC nipinlẹ Osun.
"Fídíò, ,Ọwọ́ ọlọ́pàá ṣì máa tẹ̀ gbogbo àwọn èrò tó kópa nínú dídáná sun àwọn afurasí Oja Odan- Olọ́pàá,, Duration 5,11",E wa wo ohun ti BBC Yoruba bá bọ láti Oja Odan nibi ti awọn ara ilu ti dana sun afurasi meji ti wọn ka ori mo lọwọ.
,
,
,
,
,
,
,
,
"Fídíò, ,Ọwọ́ ọlọ́pàá ṣì máa tẹ̀ gbogbo àwọn èrò tó kópa nínú dídáná sun àwọn afurasí Oja Odan- Olọ́pàá,, Duration 5,11",E wa wo ohun ti BBC Yoruba bá bọ láti Oja Odan nibi ti awọn ara ilu ti dana sun afurasi meji ti wọn ka ori mo lọwọ.
"Fídíò, ,Ìjẹ̀bú: Àgbàlàgbà ni mo máa ń ṣe nínú eré tẹ́lẹ̀,, Duration 3,38",'Ìjẹ̀bú' òṣèèré Yollywood ṣalaye fún BBC Yorùbá pé Sanyẹri lo gbé òun jáde pẹ̀lú sinimá 'Ọ̀pá kan'
,
,
,
,
,
,
,
,
"Fídíò, ,Ìjẹ̀bú: Àgbàlàgbà ni mo máa ń ṣe nínú eré tẹ́lẹ̀,, Duration 3,38",'Ìjẹ̀bú' òṣèèré Yollywood ṣalaye fún BBC Yorùbá pé Sanyẹri lo gbé òun jáde pẹ̀lú sinimá 'Ọ̀pá kan'
"Fídíò, ,Ìyàwó mi fẹ́ràn ìrìnàjò òfurufú ni mo ṣe kọ́ ilé Bàálù yìí fún un,, Duration 2,23","Said jamal kọ ile to ri bii ọkọ baalu fun iyawo tori o fẹran lati maa rinrinajo, ko le maa ro pe o wa ninu baalu ni gbogbo igba."
,
,
,
,
,
,
,
,
"Fídíò, ,Ìyàwó mi fẹ́ràn ìrìnàjò òfurufú ni mo ṣe kọ́ ilé Bàálù yìí fún un,, Duration 2,23","Said jamal kọ ile to ri bii ọkọ baalu fun iyawo tori o fẹran lati maa rinrinajo, ko le maa ro pe o wa ninu baalu ni gbogbo igba."
"Fídíò, ,Àwọn ti a jọ ń 'robb' lo pa Ìyá mi sínú ẹ̀jẹ̀ ní 'Mission House'- Alufaa Oluwasegunfunmi,, Duration 12,14","Adigunjale ẹlẹ́gbẹ́ okùnkùn tó padà di Alufaa, Oluwasegunfunmi to sọ irinajo rẹ lẹkunrẹrẹ fun BBC ki awọn ọ̀dọ́ le wa kọ ẹkọ."
,
,
,
,
,
,
,
,
"Fídíò, ,Àwọn ti a jọ ń 'robb' lo pa Ìyá mi sínú ẹ̀jẹ̀ ní 'Mission House'- Alufaa Oluwasegunfunmi,, Duration 12,14","Adigunjale ẹlẹ́gbẹ́ okùnkùn tó padà di Alufaa, Oluwasegunfunmi to sọ irinajo rẹ lẹkunrẹrẹ fun BBC ki awọn ọ̀dọ́ le wa kọ ẹkọ."
"Fídíò, ,'Ǹkan tó jẹ́ kí iṣẹ́ ọ̀nà tèmi yàtọ̀ lágbàáyé ni ǹkan tí mò ń lò',, Duration 3,33",Ọ̀nà láti má jẹ́ kí àṣà parun míì ti ń jẹyọ táwọn ọdọ́ Yorùbá sì ń rọ́ sí i.
,
,
,
,
,
,
,
,
"Fídíò, ,'Ǹkan tó jẹ́ kí iṣẹ́ ọ̀nà tèmi yàtọ̀ lágbàáyé ni ǹkan tí mò ń lò',, Duration 3,33",Ọ̀nà láti má jẹ́ kí àṣà parun míì ti ń jẹyọ táwọn ọdọ́ Yorùbá sì ń rọ́ sí i.
"Fídíò, ,'Colour Ghana Must Go' ló tú àṣírí Tọkọtayà náà níbi tí wọ́n kó ifún ọ̀rẹ́ ìyàwó tí wọ́n pa tà náà sí- Baale Leme,, Duration 7,30","Baale Leme, Alhaji Moshood salaye fun BBC bí ara adugbo se ri apa, ẹsẹ àti aya ọmọbinrin ti wọn pa náà"
,
,
,
,
,
,
,
,
"Fídíò, ,'Colour Ghana Must Go' ló tú àṣírí Tọkọtayà náà níbi tí wọ́n kó ifún ọ̀rẹ́ ìyàwó tí wọ́n pa tà náà sí- Baale Leme,, Duration 7,30","Baale Leme, Alhaji Moshood salaye fun BBC bí ara adugbo se ri apa, ẹsẹ àti aya ọmọbinrin ti wọn pa náà"
"Fídíò, ,Mí o mọ̀ pé ikú ni 'Distinction' tí OAU ni fún ọmọ mi Heritage- Ìyá ọmọ tó jábọ́ sí 'Soak away'ní Ife,, Duration 9,23",BBC ba Iya àti Baba Heritage pelu alukoro Fasiti Ile Ife atawọn akẹkọọ sọrọ lori iku Heritage to jabọ sinu koto ile igbonse nigab to n sa aṣọ.
,
,
,
,
,
,
,
,
"Fídíò, ,Mí o mọ̀ pé ikú ni 'Distinction' tí OAU ni fún ọmọ mi Heritage- Ìyá ọmọ tó jábọ́ sí 'Soak away'ní Ife,, Duration 9,23",BBC ba Iya àti Baba Heritage pelu alukoro Fasiti Ile Ife atawọn akẹkọọ sọrọ lori iku Heritage to jabọ sinu koto ile igbonse nigab to n sa aṣọ.
"Fídíò, ,Wọ́n fún mi ní ‘Biscuit’ jẹ ní òde àṣé Igbó ni, inú gbọ̀ngàn ayẹyẹ wá dàbí ebè lójú mi – Olaiya Igwe,, Duration 5,34","Nigba to n ba BBC Yoruba fi ọrọ jomitoro ọrọ, Olaiya Igwe ni ọpọ nnkan ni oju oun ti ri, koda oun ti mu igbo ri laimọ."
,
,
,
,
,
,
,
,
"Fídíò, ,Wọ́n fún mi ní ‘Biscuit’ jẹ ní òde àṣé Igbó ni, inú gbọ̀ngàn ayẹyẹ wá dàbí ebè lójú mi – Olaiya Igwe,, Duration 5,34","Nigba to n ba BBC Yoruba fi ọrọ jomitoro ọrọ, Olaiya Igwe ni ọpọ nnkan ni oju oun ti ri, koda oun ti mu igbo ri laimọ."
,
,
,
"""Ọmọ Yoruba tí kò yege èdè Yoruba ní ìdánwò SSCE kò gbọdọ̀ wọ ilé ẹ̀kọ́ gíga""","Ọdun 2022 yii si lo pe ọdun mẹwa gbako ti ajọ to n se agbelarugẹ asa ati ede ni agbaye, UNESCO se agbekalẹ rẹ, eyi to mu ki ayẹyẹ naa buyaari si."
"""Ọmọ Yoruba tí kò yege èdè Yoruba ní ìdánwò SSCE kò gbọdọ̀ wọ ilé ẹ̀kọ́ gíga""","Ọdun 2022 yii si lo pe ọdun mẹwa gbako ti ajọ to n se agbelarugẹ asa ati ede ni agbaye, UNESCO se agbekalẹ rẹ, eyi to mu ki ayẹyẹ naa buyaari si."
,
,
,
,
,
,
"Aáwọ̀ APC fẹ́jú, igun kan ń gbé pósí kiri Eko lórúkọ Aregbesola",Agbegbe Alomosho ni ifẹhonuhan naa ti waye niluu Eko.
,
,
,
,
,
,
"Aáwọ̀ APC fẹ́jú, igun kan ń gbé pósí kiri Eko lórúkọ Aregbesola",Agbegbe Alomosho ni ifẹhonuhan naa ti waye niluu Eko.
"Ẹ̀yin tẹ̀ ń bínú, ẹ padà sínú ẹgbẹ́, ká jọ lo ìfẹ́ - Oyetola",Oludije mẹta ni yoo kopa ninu ibo abẹnu yii lati mọ ẹni ti yoo ṣoju APC ninu idibo gomina ọjọ kẹrindinlogun oṣu keje ọdun 2022 yii.
,
,
,
,
,
,
"Ẹ̀yin tẹ̀ ń bínú, ẹ padà sínú ẹgbẹ́, ká jọ lo ìfẹ́ - Oyetola",Oludije mẹta ni yoo kopa ninu ibo abẹnu yii lati mọ ẹni ti yoo ṣoju APC ninu idibo gomina ọjọ kẹrindinlogun oṣu keje ọdun 2022 yii.
Naijiria nílò àwọn ‘Ọlọ̀tẹ̀’ tí yóò máa gbéna wojú ìjọba kó lè tẹ̀síwájú - Obasanjo,"Baba Iyabo lo sọ ọrọ yii lasiko to n ṣide ayẹyẹ ifilọlẹ iwe itan nipa igbe aye Babanla Adinni ti Egba, Oloye Tayo Sowunmi, niluu Abeokuta."
,
,
,
,
,
,
Naijiria nílò àwọn ‘Ọlọ̀tẹ̀’ tí yóò máa gbéna wojú ìjọba kó lè tẹ̀síwájú - Obasanjo,"Baba Iyabo lo sọ ọrọ yii lasiko to n ṣide ayẹyẹ ifilọlẹ iwe itan nipa igbe aye Babanla Adinni ti Egba, Oloye Tayo Sowunmi, niluu Abeokuta."
Aláboyún àti èèyàn mẹ́jọ míì jóná kọjá mímọ̀ nínú ìjàmbá ọkọ̀ n'Ilorin,"Ọkọ akero Toyota Hiace ati ọkọ Toyota Corolla kan ni ọrọ naa kan, nigba ti eeyan mẹtadinlogun fara gba ninu iṣẹlẹ ọhun."
,
,
,
,
,
,
Aláboyún àti èèyàn mẹ́jọ míì jóná kọjá mímọ̀ nínú ìjàmbá ọkọ̀ n'Ilorin,"Ọkọ akero Toyota Hiace ati ọkọ Toyota Corolla kan ni ọrọ naa kan, nigba ti eeyan mẹtadinlogun fara gba ninu iṣẹlẹ ọhun."
Wo àwọn obìnrin tó ń bímọ láì sùn ti ọkùnrin ní àgbáyé,"Abọ iwadii Cryos International ni awọn irufẹ obinrin kan ni ko ni ohunkohun se pẹlu ọkunrin, ki wọn to bimọ."
,
,
,
,
,
,
Wo àwọn obìnrin tó ń bímọ láì sùn ti ọkùnrin ní àgbáyé,"Abọ iwadii Cryos International ni awọn irufẹ obinrin kan ni ko ni ohunkohun se pẹlu ọkunrin, ki wọn to bimọ."
"Ẹ wo Bàbá tó pòórá lẹ́ni ọdún 26, àmọ́ tó dédé yọ sí ìlú lẹ́ni ọdún 63","Ko pẹ si igba ti Naijiria gba ominira ni Abdullahi file silẹ, lẹyin ọgọta ọdun lo to pada wa si ilu abinibi rẹ."
,
,
,
,
,
,
"Ẹ wo Bàbá tó pòórá lẹ́ni ọdún 26, àmọ́ tó dédé yọ sí ìlú lẹ́ni ọdún 63","Ko pẹ si igba ti Naijiria gba ominira ni Abdullahi file silẹ, lẹyin ọgọta ọdun lo to pada wa si ilu abinibi rẹ."
Ó ṣeéṣe ká ti ẹsẹ̀ òfin bọ èsì ìbò abẹ́nú gómìnà APC l‘Osun - Aregbesola,"Atẹjade kan ti amugbalẹgbẹ Aregbesola feto iroyin, Sola Fasure fisita lori abajade esi ibo abẹnu naa lo pe akori rẹ ni 'Gbe ori rẹ soke'."
,
,
,
,
,
,
Ó ṣeéṣe ká ti ẹsẹ̀ òfin bọ èsì ìbò abẹ́nú gómìnà APC l‘Osun - Aregbesola,"Atẹjade kan ti amugbalẹgbẹ Aregbesola feto iroyin, Sola Fasure fisita lori abajade esi ibo abẹnu naa lo pe akori rẹ ni 'Gbe ori rẹ soke'."
"""Agbódegbà ní báǹkì àtàwọn míì ló wà nídìí ìdigunjalè ọkọ̀ agbówórìn n‘Ibadan""","Owoṣeni ni awon asiri banki ti ko yẹ ko lu sita, eyi to tu si ọwọ awọn adigunjale, lo mu ko rọrun fun wọn lati da ọkọ agborin Banki lọna."
,
,
,
,
,
,
"""Agbódegbà ní báǹkì àtàwọn míì ló wà nídìí ìdigunjalè ọkọ̀ agbówórìn n‘Ibadan""","Owoṣeni ni awon asiri banki ti ko yẹ ko lu sita, eyi to tu si ọwọ awọn adigunjale, lo mu ko rọrun fun wọn lati da ọkọ agborin Banki lọna."
Ṣé lóòtọ́ọ́ ni olubi ọmọ níí ṣe pẹ̀lú àyànmọ́ ọmọ láyé?,Awọn dokita onimọ nipa itọju obinrin sọ pe dokita ti ko ri ibi ọmọ gbe fun baba ọmọ ti wọ gau.
,
,
,
,
,
,
Ṣé lóòtọ́ọ́ ni olubi ọmọ níí ṣe pẹ̀lú àyànmọ́ ọmọ láyé?,Awọn dokita onimọ nipa itọju obinrin sọ pe dokita ti ko ri ibi ọmọ gbe fun baba ọmọ ti wọ gau.
,
,
,
Mo nífẹ̀ẹ́ ìyàwó mi jú ìyá àtàwọn ọmọ mi lọ - Kolawole Ajeyemi,"Kolawole Ajeyemi tun ni ninu ohun gbogbo to n mu inu oun dun, lẹyin Ọlọrun, iyawo oun lo tun kan."
Mo nífẹ̀ẹ́ ìyàwó mi jú ìyá àtàwọn ọmọ mi lọ - Kolawole Ajeyemi,"Kolawole Ajeyemi tun ni ninu ohun gbogbo to n mu inu oun dun, lẹyin Ọlọrun, iyawo oun lo tun kan."
,
,
,
,
,
,
"Wo èròjà inú ilé márùn-ún tó ń ba èémí jẹ́, tó sì ń le fa ikú òjijì",BBC bá Dókítà onímọ̀ ìtọ́jú pàjáwìrì sọ̀rọ̀ lórí àwọn ǹǹkan èlò inú ilé tó lè ṣàkóbá fún ara látàrí èéfín burúkú.
,
,
,
,
,
,
"Wo èròjà inú ilé márùn-ún tó ń ba èémí jẹ́, tó sì ń le fa ikú òjijì",BBC bá Dókítà onímọ̀ ìtọ́jú pàjáwìrì sọ̀rọ̀ lórí àwọn ǹǹkan èlò inú ilé tó lè ṣàkóbá fún ara látàrí èéfín burúkú.
"""Bí ìdìbò abẹ́nú APC Osun ṣe ń lọ kò tẹ́ wa lọ́rùn... Wọ́n ṣá èèyàn ládàá ní Oriade""",Adelani lo sọ ọrọ naa ninu ifọrọwerọ pẹlu BBC Yoruba.
,
,
,
,
,
,
"""Bí ìdìbò abẹ́nú APC Osun ṣe ń lọ kò tẹ́ wa lọ́rùn... Wọ́n ṣá èèyàn ládàá ní Oriade""",Adelani lo sọ ọrọ naa ninu ifọrọwerọ pẹlu BBC Yoruba.
Kìí ṣe ẹ̀bi àwa òṣèré tíátà pé àwọn ọ̀dọ̀ ń kánjú wá owó - Mr Latin,"Ninu atẹjade kan loju opo TAMPAN lori Instagram, Mr Latin sọ pe ẹbi ijọba ati awọn obi ti ko tọju awọn ọmọ wọn ni."
,
,
,
,
,
,
Kìí ṣe ẹ̀bi àwa òṣèré tíátà pé àwọn ọ̀dọ̀ ń kánjú wá owó - Mr Latin,"Ninu atẹjade kan loju opo TAMPAN lori Instagram, Mr Latin sọ pe ẹbi ijọba ati awọn obi ti ko tọju awọn ọmọ wọn ni."
Wo ọ̀nà mẹ́sàn án tí o lè fi dáàbò bo ara rẹ lọ́wọ́ ewu epo bẹntiróòlù lásìkò yìí,Lọpọ igba ni ile maan jo nitori pe awọn to n gbe irufẹ ile bẹẹ ra epo bẹntirolu pamọ sinu ile wọn.
,
,
,
,
,
,
Wo ọ̀nà mẹ́sàn án tí o lè fi dáàbò bo ara rẹ lọ́wọ́ ewu epo bẹntiróòlù lásìkò yìí,Lọpọ igba ni ile maan jo nitori pe awọn to n gbe irufẹ ile bẹẹ ra epo bẹntirolu pamọ sinu ile wọn.
"Wo àwọn obìnrin ''fijilanté"" tí wọ́n ṣetán à ti kojú ẹnikẹ́ni ní Kano",Àwọn kan ń wò wá bí oníranù nítorí ta darapọ̀ mọ́ iṣẹ́ fijilanté ṣùgbọ́n kò sí iṣẹ́ ààbò tí kò nílò ipa obìnrin.
,
,
,
,
,
,
"Wo àwọn obìnrin ''fijilanté"" tí wọ́n ṣetán à ti kojú ẹnikẹ́ni ní Kano",Àwọn kan ń wò wá bí oníranù nítorí ta darapọ̀ mọ́ iṣẹ́ fijilanté ṣùgbọ́n kò sí iṣẹ́ ààbò tí kò nílò ipa obìnrin.
